Mods count: 222
 
                                     jar name                                      |    notes     |                mod id                |                 mod name                  |         mod version          |                                                                                                                                                                                                                                        mixin configs                                                                                                                                                                                                                                         |              modrinth hash               | curseforge hash
JustEnoughResources-1.20.1-1.4.0.247.jar                                           |              | jeresources                          | Just Enough Resources                     | 1.4.0.247                    |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 2747c58f439c37a01139d35cab59ca1a54114009 | 3560569568     
justzoom_forge_2.1.1_MC_1.20.1.jar                                                 |              | justzoom                             | Just Zoom                                 | 2.1.1                        | justzoom.forge.mixins.json, justzoom.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                             | 8bbcdfb61e9f0f738af0efff12c93b8f9daf2fb0 | 786588444      
Kiwi-1.20.1-Forge-11.10.3.jar                                                      |              | kiwi                                 | Kiwi Library                              | 11.10.3+forge                | kiwi.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                             | 1380034abc414f84fbfaf4a39ceea359db0723c0 | 500326019      
kleeslabs-forge-1.20.1-15.0.12.jar                                                 |              | kleeslabs                            | KleeSlabs                                 | 15.0.12                      | kleeslabs.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                        | cb1205a1b6533b3f49d1ddc24b879898907fb9f4 | 4013230863     
konkrete_forge_1.8.0_MC_1.20-1.20.1.jar                                            |              | konkrete                             | Konkrete                                  | 1.8.0                        | konkrete.mixin-refmap.json, konkrete.mixin.json                                                                                                                                                                                                                                                                                                                                                                                                                                              | 2019d821bed9071daabed43979433a5473ceee49 | 3537653842     
kotlinforforge-4.12.0-all.jar                                                      |              |                                      |                                           |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 962fdb760409d6d71cbf079235f1ca94e3863a22 | 2392977662     
    /META-INF/jarjar/kfflang-4.12.0.jar                                            |              |                                      |                                           |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
    /META-INF/jarjar/kfflib-4.12.0.jar                                             |              |                                      |                                           |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
    /META-INF/jarjar/kffmod-4.12.0.jar                                             |              | kotlinforforge                       | Kotlin For Forge                          | 4.12.0                       |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
Ksyxis-1.4.3.jar                                                                   |              | ksyxis                               | Ksyxis                                    | 1.4.3                        | ksyxis.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | 6f4b2ea7827da8136bdf436457a2ba3fcdb2120e | 122658441      
kubejs-forge-2001.6.5-build.16.jar                                                 |              | kubejs                               | KubeJS                                    | 2001.6.5-build.16            | kubejs-common.mixins.json, kubejs-forge.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                          | 93fcf0eacc5dc08a4f719eaaed1dc93f0dc80f66 | 2938549854     
LeavesBeGone-v8.0.0-1.20.1-Forge.jar                                               |              | leavesbegone                         | Leaves Be Gone                            | 8.0.0                        | leavesbegone.common.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                              | c5043f862be7db76892c7c0c95d02fa3f8332af0 | 1376471928     
letmedespawn-1.20.x-forge-1.5.0.jar                                                |              | letmedespawn                         | Let Me Despawn                            | 1.5.0                        | letmedespawn.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                     | 878dd35df02e1e17b7eb16113147f964eda8847f | 3850440114     
lexiconfig-forge-1.4.21-epic.jar                                                   |              | lexiconfig                           | Lexiconfig                                | 1.4.21-epic                  | lexiconfig.forge.mixins.json, lexiconfig.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                         | 824b05b4977fe31092ed66fb9f0f4b5415c1a8ec | 544798         
lithostitched-forge-1.20.1-1.4.11.jar                                              |              | lithostitched                        | Lithostitched                             | 1.4.11                       | lithostitched.mixins.json, lithostitched.forge.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                   | d1a755de84ee5d8910ff1e65e815473056e93ece | 940772176      
lmft-1.0.4+1.20.1-forge.jar                                                        |              | lmft                                 | Load My F***ing Tags                      | 1.0.4+1.20.1                 | lmft.mixins.json, lmft-common.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                    | e44a12eb51813b16faaab89b8073ec63c746c1b0 | 1956694745     
Longwings-v0.9.5-1.20.1-Forge.jar                                                  |              | longwings                            | Longwings                                 | 0.9.5                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 67b27eb2b422ef518ade23e97922c4edfbd461cb | 3387044473     
map_atlases-1.20-6.0.20.jar                                                        |              | map_atlases                          | Map Atlases                               | 1.20-6.0.20                  | map_atlases.mixins.json, map_atlases-common.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                      | d20b4bde9d5c75eaa99c430aff78840ecb145fb1 | 3079913457     
matmos_tct-7.5-forge-1.20.1.jar                                                    |              | matmos_tct                           | Matmos                                    | 7.5                          |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | fd9a2c750044fbcaa17f44072c232723d49df512 | 2136614856     
MaxHealthFix-Forge-1.20.1-12.0.4.jar                                               |              | maxhealthfix                         | MaxHealthFix                              | 12.0.4                       | maxhealthfix.forge.mixins.json, maxhealthfix.common.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                              | ac0da227ebc7606affb7017ecd31cd351c9113da | 1302311926     
mcw-bridges-3.1.2-mc1.20.1forge.jar                                                |              | mcwbridges                           | Macaw's Bridges                           | 3.1.2                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 24f30313977ec61520a2adab321188b51c208d16 | 1812838180     
mcwbiomesoplenty-1.20.1-1.6.jar                                                    |              | mcwbiomesoplenty                     | Macaw's Biomes O' Plenty                  | 1.20.1-1.6                   |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | b92f490bedfe588a1d5d9db4239083b582667ce1 | 473009360      
melody_forge_1.0.3_MC_1.20.1-1.20.4.jar                                            |              | melody                               | Melody                                    | 1.0.2                        | melody.forge.mixins.json, melody.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                 | e0942d396a70c09038e6c2e5e1da6505178249b8 | 841420877      
minecraft_gore_edition-0.5-forge-1.20.1d.jar                                       | MCreator mod | gore_edition                         | Gore Edition                              | 0.5                          |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | d421192f3536d7bc7179deda32aed204293850c7 | 1683203942     
mnightmares-1.0+forge.1.20.1.jar                                                   |              | mnightmares                          | Midnight Nightmares                       | 1.0+forge.1.20.1             | mnightmares.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | 686cb946b64285f2497b5610704f3fe1a138e232 | 3042032257     
mobtimizations-forge-1.20.1-1.0.1.jar                                              |              | mobtimizations                       | Mobtimizations                            | 1.20.1-1.0.1                 | mobtimizations.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                   | 7a1f74a0cc178013808b09f409341d7277ebb72a | 1511080087     
modernfix-forge-5.27.72+mc1.20.1.jar                                               |              | modernfix                            | ModernFix                                 | 5.27.72+mc1.20.1             | modernfix-modernfix.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                              | a1954e427611b0f99cf48aa14700a5a1b480c2fd | 756178852      
modernworldcreation_forge_2.0.2_MC_1.20.1.jar                                      |              | modernworldcreation                  | Modern World Creation                     | 2.0.2                        | modernworldcreation.forge.mixins.json, modernworldcreation.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                       | 3168946d2cdfa583c7fc822be552faff54694222 | 1188134735     
moonlight-1.20-2.16.34-forge.jar                                                   |              | moonlight                            | Moonlight Library                         | 1.20-2.16.34                 | moonlight.mixins.json, moonlight-common.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                          | 5e20f2f0ce56a534accb32f80853d5a246599a4d | 1757026364     
MossyLib-1.5.0+1.20.1+forge.jar                                                    |              | mossylib                             | MossyLib                                  | 1.5.0+1.20.1+forge           | mossylib.mixins.json, mossylib-yacl.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                              | a4d511b040173dddc65bc5fa1126369d489b8217 | 3028389665     
MouseTweaks-forge-mc1.20.1-2.25.1.jar                                              |              | mousetweaks                          | Mouse Tweaks                              | 2.25.1                       | mousetweaks-fabric.mixins.json, mousetweaks.mixins.refmap.json, mousetweaks.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                      | d751153e722a4e014691c83f39f5b07c6ec5333c | 3001740257     
MRU-1.0.4+1.20.1+forge.jar                                                         |              | mru                                  | Mineblock's Repeated Utilities            | 1.0.4+1.20.1+forge           | mru.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | c92d6d7cf2ffa333d64752edcde2b3c5a3e6edab | 2891672819     
naturalist-5.0pre2+forge-1.20.1.jar                                                |              | naturalist                           | Naturalist                                | 5.0pre2                      | naturalist-common.mixins.json, naturalist.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                        | e0ddee72643c92f2b4754fa4d24c16d79eba343a | 664163040      
    /META-INF/jars/midnightlib-1.4.2-forge.jar                                     |              | midnightlib                          | MidnightLib                               | 1.4.2                        | midnightlib.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                      |                                          |                
Necronomicon-Forge-1.6.0+1.20.1.jar                                                |              | necronomicon                         | Necronomicon                              | 1.6.0                        | necronomicon-common.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 2ad4ffa0fb087e4467c6f7496d456fc1ac949ebf | 2911560819     
Neruina-2.1.2-forge+1.20.1.jar                                                     |              | neruina                              | Neruina                                   | 2.1.2                        | neruina.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                          | a02a8ccd580ba3c37ba26ff19cf35b221ae2a073 | 3403268833     
    /META-INF/jars/github-api-1.318.jar                                            |              |                                      |                                           |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
    /META-INF/jars/jackson-annotations-2.17.0.jar                                  |              |                                      |                                           |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
    /META-INF/jars/jackson-core-2.17.0.jar                                         |              |                                      |                                           |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
    /META-INF/jars/jackson-databind-2.17.0.jar                                     |              |                                      |                                           |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
NoChatRestrictions-Forge-MC1.20.1-v1.0.0.jar                                       |              | nochatrestrictions                   | No Chat Restrictions                      | 1.20.1-v1.0.0                | nochatrestrictions.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                               | a189c024b78b1057f7bab8a64c327ed27a6d186d | 3655747404     
nof3-1.0.0.jar                                                                     |              | nof3                                 | NoF3                                      | 0.0.1                        | nof3.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                             | 7a6255fd0754b7b4e27664b763a6a9eaf8ef2613 | 3715538787     
Not Enough Recipe Book-FORGE-0.4.1+1.20.1.jar                                      |              | nerb                                 | Not Enough Recipe Book                    | 0.4.1                        | nerb-common.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | c0806369f4257149664904db44efc60bd1785c17 | 1367373369     
notenoughanimations-forge-1.12.4-mc1.20.1.jar                                      |              | notenoughanimations                  | NotEnoughAnimations                       | 1.12.4                       | notenoughanimations.refmap.mixins.json, notenoughanimations.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                      | 71484079011f71a37d913b491828412992fd8314 | 4178741651     
    /META-INF/jars/TRansition-1.0.21-1.20.1-forge-SNAPSHOT.jar                     |              | transition                           | TRansition                                | 1.0.21                       | transition.mixins.json, transition.refmap.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                        |                                          |                
    /META-INF/jars/TRender-1.0.15-1.20.1-forge-SNAPSHOT.jar                        |              | trender                              | TRender                                   | 1.0.15                       | trender.mixins.json, trender.refmap.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
nyfsspiders-Forge-1.20.1-3.0.1.jar                                                 |              | nyfsspiders                          | Nyf's Spiders                             | 3.0.1                        | nyfsspiders.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | 10fe91f66dcc6613e58ceddbfb1f4e67c2ec3bbb | 2096194496     
    /META-INF/jarjar/awcapi-neoforge-1.20.1-1.0.2.jar                              |              | awcapi                               | Advanced Wall Climber API                 | 1.0.2                        | awcapi.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |                                          |                
    /META-INF/jarjar/capabilitysyncer-1.20.1-4.0.1.jar                             |              |                                      |                                           |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
OctoLib-FORGE-0.5.0.1+1.20.1.jar                                                   |              | octolib                              | OctoLib                                   | 0.5.0.1                      | octolib-common.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                   | 9eab28baff36942e1c924489e34753df10f40208 | 2265070471     
    /META-INF/jars/snakeyaml-2.2.jar                                               |              |                                      |                                           |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
oculus-mc1.20.1-1.8.0.jar                                                          |              | oculus                               | Oculus                                    | 1.8.0                        | mixins.oculus.compat.sodium.json, sodiumCompatibility-oculus-mixins-refmap.json, mixins.oculus.integrationtest.json, mixins.oculus.compat.dh.json, mixins.oculus.vertexformat.json, mixins.oculus.fixes.maxfpscrash.json, oculus-batched-entity-rendering.mixins.json, mixins.oculus.compat.indium.json, mixins.oculus.json, oculus-mixins-refmap.json, mixins.oculus.compat.indigo.json, mixins.oculus.bettermipmaps.json, mixins.oculus.compat.pixelmon.json, mixins.oculus.fantastic.json | 984f774e71790deaec674c7587bd24e0711871b2 | 516527841      
    /META-INF/jars/jcpp-1.4.14.jar                                                 |              |                                      |                                           |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
omegaflashlight-0.7.6-1.20.1.jar                                                   |              | omegaflashlight                      | Omega Flashlight                          | 0.7.6-1.20.1                 | omegaflashlight.sodium.mixins.json, omegaflashlight.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                              | a2be39d42921774b72e6a68dc15b96745637a007 | 2663145478     
optileaves-1.20.x-1.2.jar                                                          |              | optileaves                           | OptiLeaves                                | 1.1.0                        | optileaves.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                       | 32d74e169def574cfd50e29d9fa3f43aa59feee0 | 2146031131     
packetfixer-3.3.2-1.18-1.20.4-merged.jar                                           |              | packetfixer                          | PacketFixer                               | 3.3.2                        | packetfixer.v1_20_2.neoforge.mixins.json, packetfixer.v1_20_2.fabric.mixins.json, packetfixer.v1_19_3.fabric.mixins.json, packetfixer.v1_19_4.forge.mixins.json, packetfixer.v1_19_3.forge.mixins.json, packetfixer.v1_18.forge.mixins.json, packetfixer.v1_20_2.forge.mixins.json, packetfixer.v1_19.forge.mixins.json, packetfixer.v1_18.fabric.mixins.json, packetfixer.v1_19.fabric.mixins.json                                                                                          | 79ebc5e66a5ee3ce92afb340e693d506e97361a0 | 1678799689     
Pale_Hound-1.20.1-1.10.0.jar                                                       |              | pale_hound                           | The Pale Hound                            | 1.10.0                       | pale_hound.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                       | 45c91eb33f09e6545d3db815052fc3f5aaa603dc | 1716730300     
paranormal_activity-1.3.1-1.20.1.jar                                               | MCreator mod | paranormal_activity                  | Paranormal Activity                       | 1.3.1                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | b2317f751f48077d6c3f027038c262ebc5db79ad | 554814931      
particle_core-0.3.3+1.20.1+forge.jar                                               |              | particle_core                        | Particle Core                             | 0.3.3+1.20.1+forge           | particle_core.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                    | 1da5744853d17979033d5ee3cd4251b8340ea7be | 1956610132     
    /META-INF/jars/conditional-mixin-forge-0.6.4.jar                               |              | conditional_mixin                    | conditional mixin                         | 0.6.4                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
